mufa,pufa,fat,vitamin_a,zinc,id,edible_part,carotene,vitamin_c,magnesium,selenium,iodine,thiamin,fatty_acids_total,potassium,dietary_fiber,alias_name,energy,niacin,calcium,cate_id,protein,riboflavin,sodium,copper,water,carbohydrate,vitamin_e,phosphorus,iron,food_name,english_name,cholesterol,ash,retinol,manganese,sfa
"""—""","""—""","""0.2g""","""0.0μg""","""—""","""1482""","""100%""","""—""","""Tr""","""—""","""—""","""—""","""—""","""—""","""—""","""""","""""","""1444kJ""","""—""","""24mg""","""114""","""2.5g""","""—""","""492.9mg""","""—""","""14.7g""","""82.0g""","""—""","""—""","""1.4mg""","""阿胶枣""","""""","""—""","""0.6g""","""""","""—""","""—"""
"""—""","""—""","""0.9g""","""0.0μg""","""0.52mg""","""1483""","""100%""","""Tr""","""14.0mg""","""24mg""","""0.30μg""","""—""","""0.06mg""","""—""","""548mg""","""6.40g""","""""","""1348kJ""","""Tr""","""52mg""","""114""","""2.7g""","""0.12mg""","""7.9mg""","""0.15mg""","""17.3g""","""78.0g""","""0.00mg""","""25mg""","""5.0mg""","""黑贡枣""","""""","""—""","""1.1g""","""""","""0.09mg""","""—"""
"""—""","""—""","""1.9g""","""0.0μg""","""—""","""1484""","""89%""","""—""","""51.0mg""","""—""","""—""","""—""","""—""","""—""","""—""","""""","""""","""1152kJ""","""—""","""22mg""","""114""","""1.8g""","""—""","""4247.5mg""","""—""","""30.9g""","""61.8g""","""—""","""—""","""2.0mg""","""多味山楂""","""""","""—""","""3.6g""","""""","""—""","""—"""
"""—""","""—""","""0.6g""","""0.0μg""","""—""","""1485""","""100%""","""—""","""6.3mg""","""—""","""—""","""—""","""—""","""—""","""—""","""""","""""","""1100kJ""","""—""","""21mg""","""114""","""0.5g""","""—""","""619.3mg""","""—""","""35.6g""","""62.9g""","""—""","""—""","""1.3mg""","""山楂脯""","""""","""—""","""0.4g""","""""","""—""","""—"""
"""—""","""—""","""0.1g""","""0.0μg""","""—""","""1486""","""100%""","""—""","""23.8mg""","""—""","""—""","""—""","""—""","""—""","""—""","""""","""商品名：小地瓜""","""1471kJ""","""—""","""10mg""","""114""","""2.4g""","""—""","""1287.4mg""","""—""","""12.1g""","""83.9g""","""—""","""—""","""1.9mg""","""地瓜干""","""""","""—""","""1.5g""","""""","""—""","""—"""
"""—""","""—""","""2g""","""0μg""","""0.37mg""","""1487""","""100%""","""0μg""","""3.0mg""","""2mg""","""0.20μg""","""—""","""Tr""","""—""","""28mg""","""0g""","""""","""1362kJ""","""0.10mg""","""4mg""","""128""","""0.4g""","""0.05mg""","""0.3mg""","""0.03mg""","""22.0g""","""76g""","""0mg""","""3mg""","""1.0mg""","""蜂蜜""","""""","""0mg""","""0.1g""","""22μg""","""0.07mg""","""—"""
"""—""","""—""","""0.3g""","""0.0μg""","""0.82mg""","""1488""","""100%""","""—""","""—""","""0mg""","""—""","""4.2μg""","""0.01mg""","""—""","""174mg""","""""","""""","""1536kJ""","""0.09mg""","""2mg""","""128""","""0.2g""","""0.01mg""","""2.0mg""","""0.02mg""","""10.0g""","""89.5g""","""0.00mg""","""—""","""0.3mg""","""蜂蜜(槐花)""","""""","""—""","""Tr""","""""","""0.08mg""","""—"""
"""—""","""—""","""0.3g""","""—""","""1.19mg""","""1489""","""100%""","""228.0μg""","""6.0mg""","""20mg""","""6.90μg""","""—""","""0.11mg""","""—""","""143mg""","""""","""""","""1386kJ""","""1.80mg""","""20mg""","""128""","""5.2g""","""0.14mg""","""11.1mg""","""0.41mg""","""18.2g""","""75.7g""","""—""","""9mg""","""8.5mg""","""蜂蜜(天麻)""","""""","""—""","""0.6g""","""""","""1.72mg""","""—"""
"""—""","""—""","""0.5g""","""0.0μg""","""0.67mg""","""1490""","""100%""","""Tr""","""3.0mg""","""32mg""","""1.50μg""","""—""","""Tr""","""—""","""116mg""","""""","""""","""1392kJ""","""0.10mg""","""10mg""","""128""","""0.3g""","""0.02mg""","""15.4mg""","""0.47mg""","""18.5g""","""80.5g""","""0.00mg""","""0mg""","""15.9mg""","""蜂蜜(硬蜜)""","""""","""—""","""0.2g""","""""","""2.25mg""","""—"""
"""—""","""—""","""0.3g""","""0.0μg""","""0.11mg""","""1491""","""100%""","""Tr""","""9.0mg""","""1mg""","""0.40μg""","""—""","""0.01mg""","""—""","""13mg""","""""","""""","""1437kJ""","""0.10mg""","""5mg""","""128""","""0.2g""","""Tr""","""4.0mg""","""0.90mg""","""15.8g""","""83.7g""","""0.00mg""","""3mg""","""1.3mg""","""蜂蜜(油菜花)""","""""","""—""","""Tr""","""""","""Tr""","""—"""
"""34.0%""","""2.9%""","""92.0g""","""54.0μg""","""1mg""","""1492""","""100%""","""0μg""","""0mg""","""1mg""","""0μg""","""""","""0mg""","""98.7%""","""3mg""","""0g""","""""","""3494kJ""","""0mg""","""9mg""","""115""","""0g""","""0mg""","""9.4mg""","""0.01mg""","""6.2g""","""2g""","""0mg""","""9mg""","""3.0mg""","""牛油""","""""","""153mg""","""""","""6μg""","""0mg""","""61.8%"""
"""36.1%""","""5.3%""","""88.0g""","""33.0μg""","""0mg""","""1493""","""100%""","""0μg""","""0mg""","""1mg""","""0μg""","""""","""0mg""","""99.8%""","""12mg""","""0g""","""""","""3448kJ""","""0mg""","""0mg""","""115""","""0g""","""0mg""","""13.2mg""","""0.06mg""","""4.0g""","""8.0g""","""1mg""","""18mg""","""1.0mg""","""羊油""","""""","""110mg""","""""","""4μg""","""0mg""","""57.3%"""
"""47.9%""","""8.9%""","""100g""","""27.0μg""","""0mg""","""1494""","""100%""","""0μg""","""0mg""","""0mg""","""0μg""","""""","""0.02mg""","""100.0%""","""0mg""","""0g""","""""","""3753kJ""","""0mg""","""0mg""","""115""","""0g""","""0.03mg""","""0mg""","""0mg""","""0.2g""","""0.2g""","""5mg""","""0mg""","""0mg""","""猪油(炼)""","""""","""93mg""","""""","""0μg""","""0mg""","""43.2%"""
"""58.8%""","""24.8%""","""99.9g""","""""","""0.54mg""","""1495""","""100%""","""""","""""","""3mg""","""""","""""","""""","""99.8%""","""2mg""","""""","""""","""3696kJ""","""""","""9mg""","""116""","""""","""""","""7.0mg""","""0.18mg""","""0.1g""","""0.0g""","""—""","""9mg""","""3.7mg""","""油（菜籽油)[青油]""","""""","""""","""""","""""","""0.11mg""","""13.1%"""
"""78.8%""","""11.1%""","""99.9g""","""""","""0.34mg""","""1496""","""100%""","""""","""""","""2mg""","""""","""""","""""","""100.0%""","""2mg""","""""","""""","""3696kJ""","""""","""5mg""","""116""","""""","""""","""0.7mg""","""0.03mg""","""0.1g""","""0.0g""","""—""","""8mg""","""1.1mg""","""油（茶油)""","""""","""""","""""","""""","""1.17mg""","""10.0%"""
"""24.7%""","""58.4%""","""100g""","""0μg""","""1.09mg""","""1497""","""100%""","""0μg""","""0mg""","""3mg""","""0μg""","""""","""0mg""","""100.0%""","""3mg""","""0g""","""""","""3761kJ""","""0mg""","""13mg""","""116""","""0g""","""0mg""","""5mg""","""0.16mg""","""0.1g""","""0.0g""","""93mg""","""7mg""","""2.0mg""","""豆油""","""""","""0mg""","""""","""0μg""","""0.43mg""","""15.9%"""
"""—""","""—""","""99.9g""","""0.0μg""","""""","""1498""","""100%""","""""","""0.0mg""","""""","""""","""""","""""","""—""","""""","""""","""""","""3698kJ""","""""","""""","""116""","""""","""""","""""","""""","""""","""0.1g""","""—""","""""","""""","""油（红花油)""","""""","""0mg""","""""","""""","""""","""—"""
"""17.8%""","""73.0%""","""100.0g""","""""","""0.30mg""","""1499""","""100%""","""""","""""","""1mg""","""""","""""","""""","""100.3%""","""""","""""","""""","""3700kJ""","""""","""3mg""","""116""","""""","""""","""0.6mg""","""0.02mg""","""""","""0.0g""","""—""","""5mg""","""0.2mg""","""油（胡麻油)""","""""","""""","""""","""""","""0.03mg""","""9.5%"""
"""40.8%""","""38.3%""","""100g""","""0μg""","""0.48mg""","""1500""","""100%""","""0μg""","""0mg""","""2mg""","""0μg""","""""","""0mg""","""99.9%""","""1mg""","""0g""","""""","""3761kJ""","""0mg""","""12mg""","""116""","""0g""","""0mg""","""4mg""","""0.15mg""","""0.1g""","""Tr""","""42mg""","""15mg""","""3mg""","""花生油""","""""","""0mg""","""0.1g""","""0μg""","""0.33mg""","""18.5%"""
"""19.3%""","""68.3%""","""100g""","""0μg""","""0.11mg""","""1501""","""100%""","""0μg""","""0mg""","""4mg""","""0μg""","""""","""0mg""","""101.6%""","""1mg""","""0g""","""""","""3761kJ""","""0mg""","""2mg""","""116""","""0g""","""0mg""","""3mg""","""0mg""","""0.1g""","""0.0g""","""55mg""","""4mg""","""1.0mg""","""葵花籽油""","""""","""0mg""","""""","""0μg""","""0.02mg""","""14.0%"""
"""34.7%""","""26.6%""","""100.0g""","""""","""""","""1502""","""100%""","""230.0μg""","""""","""""","""""","""""","""""","""100.0%""","""""","""""","""""","""3700kJ""","""""","""""","""116""","""""","""""","""""","""""","""""","""0.0g""","""—""","""""","""""","""油（辣椒油)""","""""","""""","""""","""""","""""","""38.4%"""
"""—""","""—""","""99.9g""","""0.0μg""","""""","""1503""","""100%""","""""","""0.0mg""","""""","""""","""""","""""","""—""","""""","""""","""""","""3698kJ""","""""","""""","""116""","""""","""""","""""","""""","""""","""0.1g""","""—""","""""","""""","""油（麦芽油)""","""""","""0mg""","""""","""""","""""","""—"""
"""27.0%""","""44.7%""","""99.8g""","""""","""0.74mg""","""1504""","""100%""","""""","""""","""1mg""","""""","""""","""""","""99.8%""","""1mg""","""""","""""","""3694kJ""","""""","""17mg""","""116""","""""","""""","""4.5mg""","""0.08mg""","""0.1g""","""0.1g""","""—""","""16mg""","""2.0mg""","""油（棉籽油)""","""""","""""","""""","""""","""""","""24.3%"""
"""45.1%""","""41.2%""","""100g""","""0μg""","""0.23mg""","""1505""","""100%""","""0μg""","""0mg""","""1mg""","""0μg""","""""","""0mg""","""100.7%""","""3mg""","""0g""","""""","""3757kJ""","""0mg""","""18mg""","""116""","""0g""","""0mg""","""5.1mg""","""0.05mg""","""0.2g""","""0.0g""","""24mg""","""1mg""","""2mg""","""色拉油""","""""","""64mg""","""""","""0μg""","""0.01mg""","""14.4%"""
"""—""","""—""","""99.9g""","""0.0μg""","""""","""1506""","""100%""","""""","""0.0mg""","""""","""""","""""","""""","""—""","""""","""""","""""","""3698kJ""","""""","""""","""116""","""""","""""","""""","""""","""""","""0.1g""","""—""","""""","""""","""油（椰子油)""","""""","""0mg""","""""","""""","""""","""—"""
"""27.7%""","""57.0%""","""99.2g""","""0μg""","""0.26mg""","""1507""","""100%""","""0μg""","""0mg""","""3mg""","""0μg""","""""","""0mg""","""100.0%""","""2mg""","""0g""","""""","""3745kJ""","""0mg""","""1mg""","""116""","""0g""","""0mg""","""1.4mg""","""0.23mg""","""0.2g""","""0.5g""","""51mg""","""18mg""","""1.4mg""","""玉米油""","""""","""0mg""","""0.1g""","""0μg""","""0.04mg""","""14.5%"""
"""39.4%""","""46.4%""","""100g""","""0μg""","""0.17mg""","""1508""","""100%""","""0μg""","""0mg""","""3mg""","""0μg""","""""","""0mg""","""100.0%""","""0mg""","""0g""","""""","""3757kJ""","""0mg""","""9mg""","""116""","""0g""","""0mg""","""1.1mg""","""0.05mg""","""0.1g""","""0.2g""","""69mg""","""4mg""","""2.2mg""","""芝麻油[香油]""","""""","""0mg""","""""","""0μg""","""1mg""","""14.1%"""
"""44.4%""","""12.1%""","""100.0g""","""""","""0.08mg""","""1509""","""100%""","""110.0μg""","""""","""""","""""","""""","""""","""100.0%""","""""","""""","""""","""3700kJ""","""""","""""","""116""","""""","""""","""1.3mg""","""""","""""","""0.0g""","""—""","""8mg""","""3.1mg""","""油（棕榈油)""","""""","""""","""""","""""","""0.01mg""","""43.4%"""
"""—""","""—""","""99.9g""","""0.0μg""","""""","""1510""","""100%""","""""","""0.0mg""","""""","""""","""""","""""","""—""","""""","""""","""""","""3698kJ""","""""","""""","""116""","""""","""""","""""","""""","""""","""0.1g""","""—""","""""","""0.4mg""","""油（橄榄油)""","""""","""0mg""","""""","""""","""""","""—"""
"""19.6%""","""72.6%""","""99.1g""","""Tr""","""0.03mg""","""1511""","""100%""","""0.0μg""","""0.0mg""","""1mg""","""—""","""—""","""Tr""","""100.0%""","""2mg""","""0.00g""","""""","""3680kJ""","""—""","""2mg""","""116""","""0.0g""","""0.01mg""","""1.8mg""","""Tr""","""0.1g""","""0.8g""","""—""","""1mg""","""0.6mg""","""核桃油""","""""","""—""","""0.0g""","""""","""0.39mg""","""7.6%"""
"""28.4%""","""57.8%""","""100.0g""","""Tr""","""0.22mg""","""1512""","""100%""","""0.0μg""","""0.0mg""","""—""","""—""","""—""","""Tr""","""100.1%""","""0mg""","""0.00g""","""""","""3700kJ""","""—""","""0mg""","""116""","""0.0g""","""Tr""","""4.1mg""","""0.06mg""","""0.0g""","""0.0g""","""17.70mg""","""—""","""0.3mg""","""栗米油[玉米胚芽油]""","""""","""—""","""0.0g""","""""","""—""","""13.9%"""
"""37.1%""","""47.7%""","""98.7g""","""Tr""","""0.57mg""","""1513""","""100%""","""0.0μg""","""0.0mg""","""1mg""","""—""","""—""","""—""","""100.0%""","""47mg""","""0.00g""","""""","""3674kJ""","""—""","""2mg""","""116""","""0.0g""","""—""","""1.8mg""","""—""","""Tr""","""1.3g""","""—""","""—""","""0.4mg""","""米糠油""","""""","""—""","""0.0g""","""""","""0.05mg""","""14.8%"""
"""76.4%""","""13.2%""","""99.8g""","""Tr""","""0.07mg""","""1514""","""100%""","""0.0μg""","""0.0mg""","""—""","""—""","""—""","""Tr""","""100.0%""","""0mg""","""0.00g""","""""","""3693kJ""","""Tr""","""—""","""116""","""0.0g""","""Tr""","""1.4mg""","""0.06mg""","""0.2g""","""0.0g""","""13.80mg""","""—""","""—""","""油茶籽油""","""""","""—""","""0.0g""","""""","""0.12mg""","""10.3%"""
"""37.3%""","""50.3%""","""100g""","""Tr""","""0.14mg""","""1515""","""100%""","""0.0μg""","""0.0mg""","""3mg""","""0μg""","""—""","""0mg""","""100.0%""","""0mg""","""0.00g""","""""","""3757kJ""","""0mg""","""9mg""","""116""","""0.0g""","""0mg""","""1mg""","""0mg""","""0.1g""","""0.2g""","""69mg""","""4mg""","""2mg""","""芝麻油[香油]""","""""","""0mg""","""0.0g""","""0μg""","""1mg""","""12.3%"""
"""31.0%""","""54.9%""","""99.9g""","""Tr""","""1.81mg""","""1516""","""100%""","""0.0μg""","""0.0mg""","""1mg""","""—""","""—""","""—""","""100.0%""","""1mg""","""0.00g""","""""","""3698kJ""","""—""","""1mg""","""116""","""0.0g""","""—""","""9.1mg""","""—""","""0.0g""","""0.1g""","""23.18mg""","""—""","""0.3mg""","""大豆色拉油""","""""","""—""","""0.0g""","""""","""—""","""14.1%"""
"""21.3%""","""64.9%""","""100g""","""Tr""","""1.29mg""","""1517""","""100%""","""0.0μg""","""0.0mg""","""1mg""","""0μg""","""—""","""0mg""","""100.8%""","""3mg""","""0.00g""","""""","""3757kJ""","""0mg""","""18mg""","""116""","""0.0g""","""0mg""","""5mg""","""0mg""","""Tr""","""0.3g""","""24mg""","""1mg""","""2mg""","""色拉油""","""""","""64mg""","""0.0g""","""0μg""","""Tr""","""14.6%"""
"""—""","""—""","""0.1g""","""0μg""","""1.17mg""","""1518""","""100%""","""17μg""","""0mg""","""156mg""","""1.40μg""","""""","""0.05mg""","""—""","""337mg""","""0g""","""""","""271kJ""","""2mg""","""66mg""","""117""","""6g""","""0.13mg""","""5757.0mg""","""0.06mg""","""67.3g""","""10.1g""","""0mg""","""204mg""","""9mg""","""酱油(均值)""","""""","""0mg""","""16.9g""","""67μg""","""1.11mg""","""—"""
"""—""","""—""","""0.2g""","""0.0μg""","""0.56mg""","""1519""","""100%""","""—""","""—""","""32mg""","""1.20μg""","""Tr""","""0.02mg""","""—""","""386mg""","""""","""""","""165kJ""","""1.13mg""","""25mg""","""117""","""5.1g""","""0.15mg""","""5699.8mg""","""0.07mg""","""76.2g""","""4.2g""","""0.00mg""","""78mg""","""3.5mg""","""黄豆酱油""","""""","""—""","""14.3g""","""""","""0.53mg""","""—"""
"""—""","""—""","""0.3g""","""0μg""","""1.25mg""","""1520""","""100%""","""2μg""","""0mg""","""13mg""","""2.40μg""","""""","""0.03mg""","""—""","""351mg""","""0g""","""""","""130kJ""","""1.40mg""","""17mg""","""118""","""2.1g""","""0.05mg""","""262.1mg""","""0.04mg""","""90.6g""","""5g""","""0mg""","""96mg""","""6.0mg""","""醋(均值)""","""""","""0mg""","""2.1g""","""91μg""","""3mg""","""—"""
"""—""","""—""","""1g""","""0μg""","""0mg""","""1521""","""100%""","""1μg""","""0mg""","""5mg""","""0.40μg""","""""","""0mg""","""—""","""12mg""","""0g""","""""","""25kJ""","""0mg""","""26mg""","""118""","""0.1g""","""0mg""","""226mg""","""0.11mg""","""99.4g""","""Tr""","""0mg""","""0mg""","""2.2mg""","""白醋""","""""","""0mg""","""0.7g""","""99μg""","""0mg""","""—"""
"""—""","""—""","""0.3g""","""0μg""","""4.38mg""","""1522""","""100%""","""6μg""","""0mg""","""132mg""","""1.00μg""","""""","""0.11mg""","""—""","""715mg""","""0g""","""""","""482kJ""","""7.40mg""","""125mg""","""118""","""10g""","""0.16mg""","""836.0mg""","""1mg""","""66.0g""","""18g""","""1mg""","""124mg""","""14mg""","""陈醋""","""""","""0mg""","""6.0g""","""66μg""","""8mg""","""—"""
"""—""","""—""","""7g""","""0μg""","""1.47mg""","""1523""","""100%""","""16μg""","""0mg""","""125mg""","""10.20μg""","""""","""0.11mg""","""—""","""772mg""","""2g""","""""","""774kJ""","""2.40mg""","""53mg""","""119""","""14g""","""0.46mg""","""6012.0mg""","""1mg""","""46.6g""","""17.1g""","""1mg""","""154mg""","""16.4mg""","""豆瓣酱""","""""","""0mg""","""15.9g""","""47μg""","""1.37mg""","""—"""
"""—""","""—""","""53.0g""","""0μg""","""3mg""","""1524""","""100%""","""14μg""","""0mg""","""21mg""","""2μg""","""""","""0.01mg""","""—""","""99mg""","""3g""","""""","""2508kJ""","""2.00mg""","""67mg""","""119""","""7g""","""0.15mg""","""2340.0mg""","""0.45mg""","""0.5g""","""25.3g""","""2mg""","""90mg""","""7.2mg""","""花生酱""","""""","""0mg""","""14.3g""","""0μg""","""0mg""","""—"""
"""—""","""—""","""1.2g""","""13μg""","""1.25mg""","""1525""","""100%""","""80.0μg""","""0mg""","""48mg""","""12.30μg""","""""","""0.05mg""","""—""","""508mg""","""3g""","""""","""612kJ""","""2.40mg""","""70mg""","""119""","""12.1g""","""0.28mg""","""3606.1mg""","""0.48mg""","""50.6g""","""21.3g""","""14mg""","""160mg""","""7.0mg""","""黄酱[大酱]""","""""","""0mg""","""14.8g""","""51μg""","""1.11mg""","""—"""
"""—""","""—""","""3g""","""132μg""","""0.26mg""","""1526""","""100%""","""790.0μg""","""0mg""","""91mg""","""1μg""","""""","""0.01mg""","""—""","""222mg""","""3g""","""""","""172kJ""","""1.10mg""","""117mg""","""119""","""1g""","""0.09mg""","""8028mg""","""0.12mg""","""71.2g""","""3.2g""","""3mg""","""30mg""","""4mg""","""辣椒酱[辣椒糊]""","""""","""0mg""","""22.0g""","""71μg""","""0.30mg""","""—"""
"""—""","""—""","""1g""","""5μg""","""1.38mg""","""1527""","""100%""","""30.0μg""","""0mg""","""26mg""","""6μg""","""""","""0.03mg""","""—""","""189mg""","""1g""","""""","""600kJ""","""2.00mg""","""29mg""","""119""","""6g""","""0.14mg""","""2097.2mg""","""0.12mg""","""53.9g""","""28.5g""","""2mg""","""76mg""","""4mg""","""甜面酱""","""""","""0mg""","""11.5g""","""54μg""","""1mg""","""—"""
"""37.7%""","""47.6%""","""53g""","""17μg""","""4.01mg""","""1528""","""100%""","""100.0μg""","""0mg""","""238mg""","""5μg""","""""","""0.16mg""","""99.6%""","""342mg""","""6g""","""""","""2662kJ""","""6mg""","""1170mg""","""119""","""19.2g""","""0.22mg""","""38.5mg""","""1mg""","""0.3g""","""22.7g""","""35mg""","""626mg""","""50.3mg""","""芝麻酱""","""""","""0mg""","""5.1g""","""0μg""","""2mg""","""13.9%"""
"""—""","""—""","""1.0g""","""173μg""","""1mg""","""1529""","""100%""","""1040.0μg""","""0mg""","""121mg""","""1.20μg""","""""","""0.04mg""","""—""","""585mg""","""9g""","""""","""527kJ""","""2.10mg""","""106mg""","""119""","""4.0g""","""0.22mg""","""5658.1mg""","""0.35mg""","""51.4g""","""24.8g""","""8mg""","""125mg""","""12mg""","""郫县辣酱""","""""","""0mg""","""18.8g""","""51μg""","""1mg""","""—"""
"""28.3%""","""49.3%""","""41.1g""","""Tr""","""0.90mg""","""1530""","""100%""","""—""","""—""","""44mg""","""12.40μg""","""29.1μg""","""0.02mg""","""82.2%""","""310mg""","""""","""""","""2051kJ""","""1.45mg""","""223mg""","""119""","""3.0g""","""0.15mg""","""2107.0mg""","""0.23mg""","""14.8g""","""28.2g""","""—""","""112mg""","""4.3mg""","""海鲜酱(阿香婆)""","""""","""25mg""","""12.9g""","""""","""0.37mg""","""4.6%"""
"""32.0%""","""44.7%""","""43.0g""","""Tr""","""0.54mg""","""1531""","""100%""","""—""","""—""","""18mg""","""2.50μg""","""34.5μg""","""0.03mg""","""82.7%""","""194mg""","""""","""""","""2074kJ""","""1.90mg""","""35mg""","""119""","""6.2g""","""0.14mg""","""1260.5mg""","""0.15mg""","""16.8g""","""22.2g""","""—""","""43mg""","""3.8mg""","""牛肉酱(阿香婆)""","""""","""23mg""","""11.8g""","""""","""0.39mg""","""6.0%"""
"""48.4%""","""35.2%""","""53.1g""","""Tr""","""3mg""","""1532""","""100%""","""14μg""","""0mg""","""126mg""","""8.30μg""","""2.4μg""","""0.05mg""","""100.0%""","""605mg""","""3g""","""""","""2697kJ""","""22.75mg""","""67mg""","""119""","""22.2g""","""0.09mg""","""2340mg""","""0.71mg""","""0.4g""","""22g""","""4.26mg""","""390mg""","""7mg""","""花生酱""","""""","""0mg""","""3.4g""","""0μg""","""1.67mg""","""16.4%"""
"""48.6%""","""33.1%""","""55.4g""","""Tr""","""2.30mg""","""1533""","""100%""","""—""","""—""","""131mg""","""5.80μg""","""0.0μg""","""0.05mg""","""99.9%""","""218mg""","""8.20g""","""""","""2685kJ""","""10.31mg""","""61mg""","""119""","""19.6g""","""0.10mg""","""214.5mg""","""0.58mg""","""0.4g""","""22.1g""","""4.97mg""","""224mg""","""3.8mg""","""花生酱(加巧克力)""","""""","""—""","""2.5g""","""""","""1.04mg""","""18.1%"""
"""37.7%""","""53.1%""","""66.8g""","""17μg""","""4mg""","""1534""","""100%""","""5μg""","""0mg""","""254mg""","""5μg""","""1.8μg""","""0.26mg""","""100.0%""","""424mg""","""6g""","""""","""2937kJ""","""7.26mg""","""1170mg""","""119""","""19g""","""0.24mg""","""38mg""","""1.02mg""","""0.4g""","""17g""","""35mg""","""626mg""","""50mg""","""芝麻酱""","""""","""0mg""","""5.4g""","""0μg""","""2mg""","""9.2%"""
"""22.8%""","""63.4%""","""43.4g""","""41.0μg""","""0.37mg""","""1535""","""100%""","""—""","""—""","""8mg""","""3.60μg""","""4.5μg""","""0.03mg""","""100.0%""","""127mg""","""1.10g""","""""","""1972kJ""","""Tr""","""13mg""","""119""","""2.3g""","""0.06mg""","""638.6mg""","""0.03mg""","""32.5g""","""19.8g""","""5.58mg""","""29mg""","""0.5mg""","""千岛沙拉酱""","""""","""15mg""","""2.0g""","""""","""0.08mg""","""13.8%"""
"""24.7%""","""61.0%""","""78.8g""","""87.0μg""","""0.47mg""","""1536""","""100%""","""—""","""—""","""4mg""","""4.30μg""","""3.2μg""","""0.07mg""","""100.0%""","""160mg""","""""","""""","""2980kJ""","""Tr""","""9mg""","""119""","""2.8g""","""0.09mg""","""733.6mg""","""0.02mg""","""15.4g""","""1.0g""","""14.63mg""","""71mg""","""0.6mg""","""沙拉酱""","""""","""—""","""2.0g""","""""","""0.05mg""","""14.2%"""
"""30.5%""","""55.8%""","""42.0g""","""130.0μg""","""1.33mg""","""1537""","""100%""","""—""","""Tr""","""115mg""","""1.80μg""","""5.0μg""","""0.08mg""","""99.8%""","""447mg""","""0.00g""","""""","""2518kJ""","""0.50mg""","""109mg""","""119""","""2.9g""","""0.30mg""","""68.5mg""","""0.40mg""","""0.4g""","""53.8g""","""—""","""196mg""","""11.6mg""","""奶油攀司""","""""","""—""","""0.9g""","""""","""0.41mg""","""13.4%"""
"""—""","""—""","""0.2g""","""0μg""","""0.50mg""","""1538""","""100%""","""0μg""","""1.0mg""","""4mg""","""1.10μg""","""""","""0.15mg""","""—""","""52mg""","""0g""","""""","""1148kJ""","""0.20mg""","""44mg""","""119""","""1g""","""0.10mg""","""9mg""","""0.09mg""","""32.5g""","""66.3g""","""0mg""","""8mg""","""2.1mg""","""草莓酱""","""""","""0mg""","""0.2g""","""32μg""","""0.13mg""","""—"""
"""—""","""—""","""0.2g""","""0μg""","""1mg""","""1539""","""100%""","""2μg""","""0mg""","""37mg""","""0.40μg""","""""","""0.03mg""","""—""","""989mg""","""2g""","""""","""378kJ""","""6mg""","""28mg""","""119""","""5g""","""0.03mg""","""37.1mg""","""0.33mg""","""75.8g""","""16.9g""","""4mg""","""117mg""","""1.1mg""","""番茄酱""","""""","""0mg""","""2.2g""","""76μg""","""0.28mg""","""—"""
"""—""","""—""","""0.1g""","""0μg""","""0.08mg""","""1540""","""100%""","""0μg""","""1.0mg""","""3mg""","""0μg""","""""","""0.28mg""","""—""","""26mg""","""0g""","""""","""1184kJ""","""0mg""","""2mg""","""119""","""0.4g""","""0.02mg""","""11.0mg""","""0.03mg""","""30.4g""","""69.0g""","""0mg""","""3mg""","""1.3mg""","""苹果酱""","""""","""0mg""","""0.1g""","""30μg""","""0mg""","""—"""
"""—""","""—""","""0.2g""","""0μg""","""0mg""","""1541""","""100%""","""0μg""","""3.0mg""","""6mg""","""0μg""","""""","""0.01mg""","""—""","""62mg""","""0g""","""""","""1170kJ""","""0.50mg""","""5mg""","""119""","""0.4g""","""0.01mg""","""14.2mg""","""0.08mg""","""31.2g""","""68.0g""","""0mg""","""11mg""","""1.3mg""","""桃酱""","""""","""0mg""","""0.2g""","""31μg""","""0mg""","""—"""
"""—""","""—""","""0.3g""","""5μg""","""0.04mg""","""1542""","""100%""","""30.0μg""","""1.0mg""","""5mg""","""0μg""","""""","""0.10mg""","""—""","""113mg""","""0g""","""""","""1220kJ""","""0.20mg""","""6mg""","""119""","""0.2g""","""0.07mg""","""5.0mg""","""0.03mg""","""28.3g""","""70.9g""","""0mg""","""4mg""","""0.4mg""","""杏酱""","""""","""0mg""","""0.3g""","""28μg""","""0.03mg""","""—"""
"""23.3%""","""32.2%""","""1.1g""","""0.0μg""","""0.17mg""","""1543""","""100%""","""2222.0μg""","""1mg""","""4mg""","""1μg""","""6.9μg""","""Tr""","""99.9%""","""64mg""","""1.00g""","""""","""1215kJ""","""0.09mg""","""44mg""","""119""","""1g""","""0.01mg""","""9mg""","""0.02mg""","""29.2g""","""69.3g""","""0.12mg""","""8mg""","""2mg""","""草莓酱""","""""","""0mg""","""0.1g""","""32μg""","""0.18mg""","""44.4%"""
"""20.8%""","""49.5%""","""0.2g""","""0.0μg""","""0.28mg""","""1544""","""100%""","""472.0μg""","""8.0mg""","""13mg""","""0.60μg""","""0.0μg""","""0.02mg""","""100.0%""","""324mg""","""1.40g""","""""","""488kJ""","""0.70mg""","""10mg""","""119""","""1.0g""","""0.02mg""","""1046.8mg""","""0.09mg""","""67.4g""","""28.0g""","""0.94mg""","""16mg""","""0.6mg""","""番茄沙司""","""""","""—""","""3.4g""","""""","""0.05mg""","""29.7%"""
